,text,created_at,tweet_id,user_id,user_name,user_location,user_description
80,"RT @SWRRLY: 500 Mail Express trains speeded up, 130 services (65 pairs) converted to Superfast category in new All India Railway Time Table…",2022-10-04 11:20:57+00:00,1577257459466768384,3279388878,DRM Bengaluru,"Bengaluru, India",Proud Railwayman. Trying to change lives within my zone of influence. Love my organization/my country/humanity. Aim to spread positivity and remove negativity
81,RT @RailMinIndia: माननीय रेल मंत्री श्री @AshwiniVaishnaw जी द्वारा माननीय रेल राज्य मंत्री श्री @raosahebdanve जी एवं माननीय वित्त राज्य…,2022-10-04 11:20:49+00:00,1577257427862331393,743327640350646273,RPF Post Amla,"Amla, India",RPF POST AMLA
82,@Rao_RajpalSingh @DRMJaipur @PMOIndia @cmohry @AshwiniVaishnaw @DarshanaJardosh @RailMinIndia @NWRailways… https://t.co/kjdq8grTky,2022-10-04 11:20:46+00:00,1577257414465724417,1448232878806949895,Sunil Somu Rathod,,
83,@Rao_RajpalSingh @DRMJaipur @PMOIndia @cmohry @AshwiniVaishnaw @DarshanaJardosh @RailMinIndia @NWRailways… https://t.co/4P1uBCGlWz,2022-10-04 11:20:46+00:00,1577257413362581504,1448232878806949895,Sunil Somu Rathod,,
84,"RT @SWRRLY: Sculpture made from plastic &amp; pet bottles at KSR Bengaluru Station to create awareness on proper disposal of plastic waste.
@DA…",2022-10-04 11:20:34+00:00,1577257365140709377,810824297103036416,RPF post Marripalem,,
85,"यह है हजारीबाग,झारखंड के प्लेटफार्म पर लगे हुए गमले,क्या कोई बता सकता है कि इन गमलों में पानी कैसे जाएगा और इसमें… https://t.co/KvcajGYHpR",2022-10-04 11:20:32+00:00,1577257355229925376,1712190205,Er.Mayank azad,gorakhpur,"#बहुजन_समाज_पार्टी
जय भीम💙
जय भारत
#activist
#MecanicalEngineer"
86,"The government has prepared a master plan to revamp 200 railway stations. 
. 
. 
. 
#railwaystation… https://t.co/WuAowcI9Qn",2022-10-04 11:20:29+00:00,1577257344773214209,841697130339274752,The Policy Times,"New Delhi, India","The Policy Times aims to unfold social, economic, business, policy and practical issues that matter to India to understand about developmental issues."
87,RT @WesternRly: गांधीनगर -मुंबई वंदे भारत एक्सप्रेस में वडोदरा से मुंबई लौट रही एक महिला यात्री ने अपने अनुभव साझा करते हुए बताया कि इस…,2022-10-04 11:20:06+00:00,1577257246668357633,869543613868285955,Info Jamnagar GoG,,Official Twitter account of information department Jamnagar
88,"RT @1stIndiaNews: रेल मंत्री अश्विनी वैष्णव ने पूरी की मांग

सांसद नवनीत रवि राणा की मांग पूरी की, 12159/60 को एक्सटेंड करने की मांग पूरी,…",2022-10-04 11:19:50+00:00,1577257181669625858,1411723558112219137,sudhir Bishnoi,"Jaipur, India app party join",student
89,"Tomorrow my exam has schedule at varansi and this tain is going late approx 4hrs, please do something.
PNR-88377916… https://t.co/9LuKoJC5kp",2022-10-04 11:19:49+00:00,1577257177789927424,1577252785820950528,Jitu,,
90,@drmcrngp @rpfserkgp @rpfser @Central_Railway @RailMinIndia @indianrailway__ @RPFCR @IRCTCofficial @srdcmkgp no act… https://t.co/acagZL04AJ,2022-10-04 11:19:20+00:00,1577257056288972801,3625904533,fauzan ejaz,📍Kolkata,"Java developer 🧑‍💻
An Athlete 💦
A Footballer 😉"
91,"RT @RailMinIndia: Connecting Textile City of Gujarat with Spiritual City of Uttar Pradesh!

Hon’ble MoSR Smt. @DarshanaJardosh will flag of…",2022-10-04 11:19:13+00:00,1577257025007865857,1550154733264191488,Sarwar Khan,,
92,@WesternRly @DarshanaJardosh @RailMinIndia @drmadiwr @DRMBRCWR @RatlamDRM @wrdrmrjt @DRM_BVP 15273-74 Satyagraha ex… https://t.co/lW2QIB1gtE,2022-10-04 11:19:09+00:00,1577257007182409728,4446390869,Dr. saket kumar Jha,"Banuchhapra, Bettiah","Senior Physiotherapist,"
93,RT @PIB_India: .@RailMinIndia notifies 179 special services (in pairs) to ensure smooth and comfortable travel to the passengers during thi…,2022-10-04 11:19:05+00:00,1577256990858182664,100417719,आकाश ಜೈನ್ 🕉️🚩🇮🇳,भरतक्षेत्र,जय महादेव-माँ काली की| @NarendraModi ji @AmitShah ji #BJP NaMo Volunteer| #SocialWorker| #EkBharatShresthBharat| #KarmaBeliever| #जीवदया-मैत्री भाव सबसे|
94,@RailMinIndia @drmdhnecr @ECRlyHJP @GM_ECRly @pnsinghdhanbad @IRTSassociation @RaginiSingh7007 @purnimaasingh… https://t.co/fHkliKGzWl,2022-10-04 11:19:04+00:00,1577256986399293440,1566119979535462400,Rahul Rathore,"Dhanbad, India",#Indian 🇮🇳🇮🇳🇮🇳
95,RT @RPF_INDIA: #RPF SI Ashwini Kumar &amp; Sunil Kumar saved  the life of a passenger who was being dragged alongwith the train in course of bo…,2022-10-04 11:19:01+00:00,1577256976970436608,1551107674418204673,RPF IC NRW,,
96,RT @RPF_INDIA: #RPF #Narishakti yet again came as a blessing in the form of Lady Constable Ruby Kumari who gave a new lease of life to a pa…,2022-10-04 11:18:57+00:00,1577256958339743744,1551107674418204673,RPF IC NRW,,
97,RT @RPF_INDIA: #RPF SI Ashwini Kumar &amp; Sunil Kumar saved  the life of a passenger who was being dragged alongwith the train in course of bo…,2022-10-04 11:18:49+00:00,1577256925397282817,722310787537080320,RPF ADI Division.,"Ahmadabad City, India",Official account of RPF/Ahmedabad Div.  Mobile no 09724093713
98,"RT @rpfnr_: *We value your valuables*

Under #OperationAmanat* 
#RPFNR located  unclaimed bag containing valuable articles &amp; mobiles and  r…",2022-10-04 11:18:49+00:00,1577256925255045121,1551107674418204673,RPF IC NRW,,
99,"RT @RailMinIndia: मैं चाहता हूं, हमारे 9वीं, 10वीं, 11वीं, 12वीं के बच्चे, हमारे इंजीनियरिंग के स्टूडेंट्स जाकर के अध्ययन करें कि इतनी गहरी…",2022-10-04 11:18:42+00:00,1577256894359474178,869543613868285955,Info Jamnagar GoG,,Official Twitter account of information department Jamnagar
